 


  
  

NCAA Women's Soccer
Division IShutouts
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Shutouts"
"107","Jazmin Gonzalez","Charleston So.","Sr.","GK","1665:01"
"108","Abby Stapleton","Charlotte","Jr.","-","1663:13"
"109","Jennifer Wandt","Baylor","Jr.","-","1661:53"
"110","Melanie Stiles","East Carolina","Jr.","-","1660:55"
"111","Zoie Reed","Central Mich.","Sr.","-","1654:23"
"112","Kerry Eagleston","Appalachian St.","Fr.","GK","1653:04"
"113","Lauren Kozal","Michigan St.","Fr.","GK","1652:47"
"114","Teagan Micah","UCLA","Sr.","GK","1646:19"
"115","Erin Seppi","Maryland","Sr.","GK","1646:01"
"116","Malia Vanisi","New Mexico","So.","GK","1642:14"
"117","Lauren Malcolm","St. Bonaventure","Sr.","-","1640:29"
"118","Anna Leat","Georgetown","Fr.","-","1639:56"
"119","Talia Klimes","High Point","Sr.","-","1635:27"
"120","Kellsey Weaver","Furman","Sr.","GK","1634:48"
"121","Anne-Marie Ulliac","Western Ky.","Sr.","GK","1634:05"
"122","Katrin Hauksdottir","Elon","Fr.","-","1632:23"
"123","Alayah Hightower","Howard","Sr.","GK","1627:59"
"124","Gabby English","Mississippi St.","Sr.","-","1625:03"
"125","Dmitri Fong","New Mexico St.","Jr.","GK","1624:20"
"126","Mary Parker Powell","Austin Peay","Sr.","-","1620:28"
"127","Sophia Brown","Cal Poly","Sr.","-","1613:34"
"128","Meghan Dalton","Bryant","Jr.","-","1611:15"
"129","Kendal Stovall","Nevada","So.","GK","1608:14"
"130","Haley Smith","Illinois St.","Sr.","-","1605:35"
"131","Ariana Romero","San Jose St.","So.","GK","1603:20"
"132","Erin Roth","UMKC","Sr.","GK","1598:23"
"133","Randi Palacios","UConn","Sr.","-","1597:50"
"134","Megan Virgin","Duquesne","So.","GK","1597:30"
"135","Libby Harper","Akron","Fr.","-","1595:17"
"136","Molly Saylor","NJIT","Fr.","GK","1591:30"
"137","Ashley Franza","Northern Colo.","So.","GK","1586:44"
"138","Sandy MacIver","Clemson","Sr.","GK","1585:39"
"139","Allie Jara","Utah Valley","Sr.","GK","1584:16"
"140","Cat Sheppard","New Hampshire","So.","-","1580:10"
"141","Kaitlin Maxwell","Missouri St.","Jr.","-","1577:31"
"142","Cailey Croson","Incarnate Word","Jr.","GK","1572:26"
"143","Maggie Rogers","Western Mich.","Jr.","-","1571:50"
"144","Maddie Jewell","Wright St.","Sr.","GK","1570:00"
"145","Maddy Henry","Marquette","Sr.","GK","1555:26"
"146","Sophia Lettieri","Holy Cross","Jr.","-","1554:43"
"147","Sabrina Locas","Niagara","Jr.","-","1549:57"
"148","Sydney Bruckner","Robert Morris","Jr.","GK","1546:24"
"149","Amanda Delgado","CSUN","So.","GK","1543:18"
"150","Heather Martin","Texas St.","Sr.","GK","1540:43"

NCAA Women's Soccer
Division IShots Per Game
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Games","ShAtt","Per Game"
"1","Catarina Macario","Stanford","Jr.","-","25","158","6.32"
"2","Evelyne Viens","South Fla.","Sr.","F","20","113","5.65"
"3","Sophia Smith","Stanford","So.","-","21","111","5.29"
"4","Morgan Weaver","Washington St.","Sr.","F","24","126","5.25"
"5","Lucy Ashworth","Lamar University","Jr.","F","23","117","5.09"
"6","Vital Kats","Kent St.","Jr.","-","18","91","5.06"
"7","Taylor Kornieck","Colorado","Sr.","-","22","110","5.00"
"8","Shaelan Murison","UC Santa Barbara","Sr.","-","19","93","4.89"
"9","Ally Watt","Texas A&M","Sr.","F","20","97","4.85"
"10","Alexa Genas","Campbell","Sr.","F","19","91","4.79"
"11","Kirsten Davis","Texas Tech","Jr.","-","22","104","4.73"
"12","Gabby Brown","Nevada","Fr.","F","16","75","4.69"
"13","Elyse Huber","North Dakota St.","Sr.","F","17","79","4.65"
"14","Raimee Sherle","Boise St.","Sr.","-","23","105","4.57"
"15","Christina Arteaga","Abilene Christian","Jr.","F","19","86","4.53"
"","Miyah Watford","Murray St.","Sr.","-","19","86","4.53"
"17","Sabrina Bryan","Hofstra","Jr.","F","21","93","4.43"
"18","Stina Kleppe","Gardner-Webb","Sr.","M","22","97","4.41"
"19","Tara McKeown","Southern California","Jr.","F","21","90","4.29"
"20","Ambere Barnett","Western Ky.","So.","M","18","77","4.28"
"21","Messiah Bright","TCU","So.","F","22","94","4.27"
"22","Mikayla Colohan","BYU","Jr.","M","23","98","4.26"
"23","Gabrielle Farrell","Liberty","Sr.","-","19","80","4.21"
"24","Channing Foster","Ole Miss","Jr.","F","20","84","4.20"
"25","Cienna Rideout","UNC Greensboro","Sr.","F","20","83","4.15"
"26","Deyna Castellanos","Florida St.","Sr.","-","23","95","4.13"
"27","Jordyne Helinski","Wright St.","Sr.","-","16","66","4.13"
"28","Katie McClure","Kansas","Sr.","F","25","102","4.08"
"29","Samantha Jerabek","VCU","Jr.","M","18","73","4.06"
"30","Kaylee Davis","Texas St.","Sr.","F","19","77","4.05"
"31","Keeley Ayala","Incarnate Word","So.","F","19","76","4.00"
"","Cameron Shedenhelm","Kent St.","Jr.","-","17","68","4.00"
"33","Penelope Hocking","Southern California","So.","F","23","91","3.96"
"34","Brookelynn Entz","Kansas St.","Jr.","-","17","67","3.94"
"35","Marleen Schimmer","Arizona St.","So.","F","18","70","3.89"
"36","Haley Berg","Texas","Jr.","-","20","77","3.85"
"37","Cyera Hintzen","Texas","Sr.","-","17","65","3.82"
"38","Kayla Fischer","Ohio St.","So.","-","16","61","3.81"
"39","Hannah McNulty","Providence","Jr.","F","20","76","3.80"
"40","Tziarra King","NC State","Sr.","M","22","83","3.77"
"41","Clarissa Larisey","Memphis","Jr.","F","21","79","3.76"
"42","Morgan Hutchison","Presbyterian","Jr.","F","16","60","3.75"
"43","Izzy D'Aquila","Santa Clara","Fr.","M","23","85","3.70"
"44","Celeste Wahlberg","Indiana St.","Fr.","-","16","59","3.69"
"45","Julie Garst","Belmont","Jr.","-","22","81","3.68"
"46","Kaylee Dao","Oklahoma","Sr.","-","20","73","3.65"
"47","Alyssa McGhee","Saint Francis (PA)","Sr.","-","17","62","3.65"
"48","Emily Zapata","UTRGV","So.","F","19","69","3.63"
"49","Melissa Kössler","Massachusetts","Fr.","-","16","58","3.63"
"50","Paula Germino-Watnick","Georgetown","Sr.","-","21","76","3.62"
"51","Chelsee Washington","Bowling Green","Sr.","M","23","82","3.57"
"52","Peyton DePriest","Middle Tenn.","Jr.","-","16","57","3.56"
"53","Lauren Bonavita","Massachusetts","So.","-","18","64","3.56"
"54","Berklee Peters","North Texas","Jr.","F","22","78","3.55"
"55","Thais Reiss","North Florida","Jr.","-","19","67","3.53"
"56","Haley Hopkins","Vanderbilt","Jr.","F","21","74","3.52"
"57","Elise Flake","BYU","Sr.","F","23","81","3.52"
"58","Alessia Russo","North Carolina","Jr.","-","24","84","3.50"
"59","Samantha Dewey","Xavier","Sr.","-","23","80","3.48"
"60","Katelyn Termini","SFA","Jr.","-","19","66","3.47"
"61","Becky Contreras","Kennesaw St.","Fr.","-","20","69","3.45"
"62","Hannah Miller","Coastal Caro.","Sr.","F","18","62","3.44"
"63","Joelle Anderson","Pepperdine","Jr.","M","19","65","3.42"
"","Madeline Gotta","Gonzaga","Sr.","F","19","65","3.42"
"65","Chelsea Domond","Northeastern","Jr.","F","17","58","3.41"
"66","Leah Manuleleua","South Dakota St.","Sr.","F","22","75","3.41"
"67","Alyssa Poarch","Maryland","Jr.","F","20","68","3.40"
"68","Kristin  Boos","DePaul","Fr.","F","18","61","3.39"
"69","Lucy Porter","Hofstra","Jr.","M","21","71","3.38"
"70","Madie Gibson","Monmouth","Sr.","-","19","64","3.37"
"71","Jessie Ray","Seattle U","Sr.","-","22","74","3.36"
"72","Emilie Kupsov","Longwood","Sr.","F","14","47","3.36"
"73","Gwen Maly","New Mexico","Jr.","F","20","67","3.35"
"74","Nikki Cox","Bowling Green","Jr.","F","23","77","3.35"
"75","Rylan Childers","UMKC","So.","M","21","70","3.33"
"","Milan Moses","San Diego","Sr.","M","18","60","3.33"
"","Mary O'Hara","Fla. Atlantic","Sr.","-","21","70","3.33"
"78","Meghan McCool","Virginia","Sr.","F","22","73","3.32"
"79","Annie Ibey","Niagara","So.","-","19","63","3.32"
"","Mackenzie Litzsinger","SIUE","Jr.","-","19","63","3.32"
"81","Chloe Frisch","San Diego St.","Jr.","-","20","66","3.30"
"82","Lexi Romero","Air Force","Fr.","F","17","56","3.29"
"83","Maddie Bennett","Cal St. Fullerton","Sr.","F","21","69","3.29"
"","Olivia Doak","Lipscomb","Sr.","-","21","69","3.29"
"85","Hannah Roth","The Citadel","Jr.","-","18","59","3.28"
"","Dana Scheriff","Monmouth","Sr.","-","18","59","3.28"
"87","Alice Adams","UT Martin","Jr.","F","19","62","3.26"
"","Riley Dixon","Delaware","Jr.","-","19","62","3.26"
"89","Elisabeth Rockhill","Mt. St. Mary's","Jr.","F","16","52","3.25"
"90","Evdokia Popadinova","FGCU","Sr.","F","17","55","3.24"
"91","Dani Rhodes","Wisconsin","Sr.","F","22","71","3.23"
"92","MA Vignola","Tennessee","Sr.","F","18","58","3.22"
"93","Anja Savich","Butler","So.","-","19","61","3.21"
"94","Abby Townsend","Ohio","So.","F","21","67","3.19"
"95","Ellery Winkler","Yale","Fr.","F","16","51","3.19"
"96","Makena Silber","Illinois","So.","F","17","54","3.18"
"","Suzuka Yosue","The Citadel","Fr.","-","17","54","3.18"
"98","Esther Okoronkwo","Lamar University","Jr.","F","23","73","3.17"
"99","Victoria Thornton","Howard","So.","M","18","57","3.17"
"100","Megan Greene","Charlotte","Sr.","-","19","60","3.16"
"101","Caeley Lordemann","Colorado St.","Sr.","M","20","63","3.15"
"102","Jada Colbert","Albany (NY)","So.","M","17","53","3.12"
"","Zsani Kajan","St. John's (NY)","Jr.","-","17","53","3.12"
"","Kiley Suter","Colorado Col.","So.","F","17","53","3.12"
"105","Michelle Clarkin","Sacred Heart","Fr.","M","18","56","3.11"
"106","Marcy Barberic","Buffalo","Jr.","M","20","62","3.10"
"","Valentine Pursey","IUPUI","Jr.","F","20","62","3.10"
"108","Rachel Sorkenn","George Washington","So.","-","21","65","3.10"
"109","Olyvia Dowell","Oklahoma St.","Fr.","M","22","68","3.09"
"110","Hannah Friedrich","Saint Louis","So.","-","23","71","3.09"
"","Kelsey Turnbow","Santa Clara","Jr.","-","23","71","3.09"
"112","Jada MacLean","Texas Southern","---","-","15","46","3.07"
"113","Lexi Bolton","UTSA","So.","F","17","52","3.06"
"","Lauren DeBeau","Central Mich.","Fr.","-","17","52","3.06"
"115","Kayla Arestivo","Lehigh","Sr.","-","18","55","3.06"
"","Raegan Padgett","Baylor","Sr.","-","18","55","3.06"
"","Sophie Saldivar","Lafayette","Jr.","-","18","55","3.06"
"","Amanda West","Pittsburgh","Fr.","F","18","55","3.06"
"","Shawna Zaken","Northern Ky.","Sr.","M","18","55","3.06"
"120","Alexa Coyle","Montana","Jr.","-","19","58","3.05"
"","Zoe Hasenauer","Oregon","So.","-","19","58","3.05"
"","Lexie Palladino","Monmouth","Sr.","-","19","58","3.05"
"123","Sariah Keister","Eastern Wash.","Jr.","-","20","61","3.05"
"","Aislinn  Meany","Akron","So.","F","20","61","3.05"
"","Sarah Sodoma","Arkansas St.","Jr.","F","20","61","3.05"
"126","Ashley Sanchez","UCLA","Jr.","F","24","73","3.04"
"127","Sam Coffey","Penn St.","Jr.","M","25","76","3.04"
"128","Lourdes Bosch","UNLV","Fr.","-","15","45","3.00"
"","Haley Brown","Cal St. Fullerton","Jr.","F","21","63","3.00"
"","Victoria Colatosti","Marist","So.","F","19","57","3.00"
"","Laney Huber","Dayton","Fr.","F","19","57","3.00"
"","Lydia Shaw","Yale","Jr.","F","16","48","3.00"
"133","Mckenzie Weinert","Oregon St.","So.","F","19","56","2.95"
"134","Skylar Heinrich","Creighton","Fr.","F","18","53","2.94"
"","Hailey Pohevitz","Southern Miss.","Jr.","F","18","53","2.94"
"136","Meghan Cavanaugh","Albany (NY)","Jr.","M","17","50","2.94"
"137","Mia Fishel","UCLA","Fr.","M","24","70","2.92"
"","Madison Haley","Stanford","Jr.","-","24","70","2.92"
"139","Taylor Malham","Arkansas","Jr.","-","23","67","2.91"
"140","Gabi Paupst","Radford","Jr.","-","20","58","2.90"
"141","MaKayla Waldner","Mississippi St.","Sr.","-","19","55","2.89"
"142","Julissa Cisneros","Missouri","So.","F","18","52","2.89"
"143","Marle Bringard","Central Mich.","Sr.","-","17","49","2.88"
"","Christina Corbi","UMBC","Jr.","F","17","49","2.88"
"","Jacqui Hand","Colorado Col.","So.","F","17","49","2.88"
"146","Angela Caloia","Harvard","Fr.","F","16","46","2.88"
"","Becca Jostes","SIUE","Sr.","-","16","46","2.88"
"","Katie Lockwood","Campbell","Sr.","M","16","46","2.88"
"149","Haleigh Stackpole","Ole Miss","So.","M","20","57","2.85"
"150","Jamie Tatum","Wyoming","Fr.","-","19","54","2.84"
Reclassifying
"NR","Shelby Wall","North Ala.","Sr.","-","17","70","4.12"
"NR","Rola Badawiya","California Baptist","Jr.","-","19","63","3.32"
"NR","Karley Weeks","California Baptist","So.","-","19","62","3.26"

NCAA Women's Soccer
Division IShots on Goal Per Game
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Games","SoG","Per Game"
"1","Evelyne Viens","South Fla.","Sr.","F","20","67","3.35"
"2","Catarina Macario","Stanford","Jr.","-","25","79","3.16"
"3","Lucy Ashworth","Lamar University","Jr.","F","23","69","3.00"
"4","Sophia Smith","Stanford","So.","-","21","57","2.71"
"5","Vital Kats","Kent St.","Jr.","-","18","47","2.61"
"6","Gabrielle Farrell","Liberty","Sr.","-","19","49","2.58"
"","Alexa Genas","Campbell","Sr.","F","19","49","2.58"
"8","Clarissa Larisey","Memphis","Jr.","F","21","51","2.43"
"9","Christina Arteaga","Abilene Christian","Jr.","F","19","46","2.42"
"10","Morgan Weaver","Washington St.","Sr.","F","24","58","2.42"
"11","Elyse Huber","North Dakota St.","Sr.","F","17","40","2.35"
"12","Miyah Watford","Murray St.","Sr.","-","19","44","2.32"
"13","Tara McKeown","Southern California","Jr.","F","21","48","2.29"
"14","Penelope Hocking","Southern California","So.","F","23","51","2.22"
"15","Ally Watt","Texas A&M","Sr.","F","20","44","2.20"
"16","Shaelan Murison","UC Santa Barbara","Sr.","-","19","41","2.16"
"17","Angela Caloia","Harvard","Fr.","F","16","34","2.13"
"18","Kirsten Davis","Texas Tech","Jr.","-","22","46","2.09"
"19","Mikayla Colohan","BYU","Jr.","M","23","48","2.09"
"20","Peyton DePriest","Middle Tenn.","Jr.","-","16","33","2.06"
"","Jordyne Helinski","Wright St.","Sr.","-","16","33","2.06"
"","Melissa Kössler","Massachusetts","Fr.","-","16","33","2.06"
"23","Alyssa McGhee","Saint Francis (PA)","Sr.","-","17","35","2.06"
"24","Sabrina Bryan","Hofstra","Jr.","F","21","43","2.05"
"25","Esther Okoronkwo","Lamar University","Jr.","F","23","47","2.04"
"","Kelsey Turnbow","Santa Clara","Jr.","-","23","47","2.04"
"27","Amanda West","Pittsburgh","Fr.","F","18","36","2.00"
"28","Deyna Castellanos","Florida St.","Sr.","-","23","45","1.96"
"","Raimee Sherle","Boise St.","Sr.","-","23","45","1.96"
"30","Tziarra King","NC State","Sr.","M","22","43","1.95"
"31","Sarah Sodoma","Arkansas St.","Jr.","F","20","39","1.95"
"32","Joelle Anderson","Pepperdine","Jr.","M","19","37","1.95"
"","Thais Reiss","North Florida","Jr.","-","19","37","1.95"
"34","Cameron Shedenhelm","Kent St.","Jr.","-","17","33","1.94"
"35","Samantha Dewey","Xavier","Sr.","-","23","44","1.91"
"","Elise Flake","BYU","Sr.","F","23","44","1.91"
"37","Nikki Cox","Bowling Green","Jr.","F","23","43","1.87"
"38","Messiah Bright","TCU","So.","F","22","41","1.86"
"","Stina Kleppe","Gardner-Webb","Sr.","M","22","41","1.86"
"40","Rachel Sorkenn","George Washington","So.","-","21","39","1.86"
"41","Nelia Perez","Radford","Sr.","-","20","37","1.85"
"42","Megan Greene","Charlotte","Sr.","-","19","35","1.84"
"","Mackenzie Litzsinger","SIUE","Jr.","-","19","35","1.84"
"44","Mia Fishel","UCLA","Fr.","M","24","44","1.83"
"45","Evdokia Popadinova","FGCU","Sr.","F","17","31","1.82"
"46","Dani Rhodes","Wisconsin","Sr.","F","22","40","1.82"
"47","Becky Contreras","Kennesaw St.","Fr.","-","20","36","1.80"
"48","Keeley Ayala","Incarnate Word","So.","F","19","34","1.79"
"","Jamie Tatum","Wyoming","Fr.","-","19","34","1.79"
"50","Skylar Heinrich","Creighton","Fr.","F","18","32","1.78"
"51","Kiley Suter","Colorado Col.","So.","F","17","30","1.76"
"52","Haley Hopkins","Vanderbilt","Jr.","F","21","37","1.76"
"","Lucy Porter","Hofstra","Jr.","M","21","37","1.76"
"54","Katie McClure","Kansas","Sr.","F","25","44","1.76"
"55","Kate Del Fava","Illinois St.","Sr.","-","20","35","1.75"
"","Morgan Hutchison","Presbyterian","Jr.","F","16","28","1.75"
"","Miciah Madison","San Francisco","Sr.","F","20","35","1.75"
"","Alessia Russo","North Carolina","Jr.","-","24","42","1.75"
"","Celeste Wahlberg","Indiana St.","Fr.","-","16","28","1.75"
"60","Emily Zapata","UTRGV","So.","F","19","33","1.74"
"61","Taylor Kornieck","Colorado","Sr.","-","22","38","1.73"
"","Meghan McCool","Virginia","Sr.","F","22","38","1.73"
"63","Samantha Jerabek","VCU","Jr.","M","18","31","1.72"
"64","Olivia Doak","Lipscomb","Sr.","-","21","36","1.71"
"","Mary O'Hara","Fla. Atlantic","Sr.","-","21","36","1.71"
"66","Jacqui Hand","Colorado Col.","So.","F","17","29","1.71"
"","Zsani Kajan","St. John's (NY)","Jr.","-","17","29","1.71"
"68","Kaylee Dao","Oklahoma","Sr.","-","20","34","1.70"
"69","Izzy D'Aquila","Santa Clara","Fr.","M","23","39","1.70"
"70","Gabby Brown","Nevada","Fr.","F","16","27","1.69"
"71","Anja Savich","Butler","So.","-","19","32","1.68"
"72","Julie Garst","Belmont","Jr.","-","22","37","1.68"
"73","Ashley Sanchez","UCLA","Jr.","F","24","40","1.67"
"","Abby Townsend","Ohio","So.","F","21","35","1.67"
"75","Brookelynn Entz","Kansas St.","Jr.","-","17","28","1.65"
"","Lexi Romero","Air Force","Fr.","F","17","28","1.65"
"77","Victoria Colatosti","Marist","So.","F","19","31","1.63"
"","Diana Ordonez","Virginia","Fr.","F","19","31","1.63"
"79","Lauren Bonavita","Massachusetts","So.","-","18","29","1.61"
"","Milan Moses","San Diego","Sr.","M","18","29","1.61"
"","MA Vignola","Tennessee","Sr.","F","18","29","1.61"
"82","Marcy Barberic","Buffalo","Jr.","M","20","32","1.60"
"","Haley Berg","Texas","Jr.","-","20","32","1.60"
"","Alyssa Poarch","Maryland","Jr.","F","20","32","1.60"
"85","Kaylee Davis","Texas St.","Sr.","F","19","30","1.58"
"86","Kayla Fischer","Ohio St.","So.","-","16","25","1.56"
"87","Thalia Boucher","Howard","So.","M","18","28","1.56"
"","Hailey Pohevitz","Southern Miss.","Jr.","F","18","28","1.56"
"89","Channing Foster","Ole Miss","Jr.","F","20","31","1.55"
"","Cienna Rideout","UNC Greensboro","Sr.","F","20","31","1.55"
"91","Berklee Peters","North Texas","Jr.","F","22","34","1.55"
"92","Lauren DeBeau","Central Mich.","Fr.","-","17","26","1.53"
"","Chelsea Domond","Northeastern","Jr.","F","17","26","1.53"
"","Makena Silber","Illinois","So.","F","17","26","1.53"
"","Allie Winstanley","Dartmouth","Fr.","F","17","26","1.53"
"","Suzuka Yosue","The Citadel","Fr.","-","17","26","1.53"
"97","Paula Germino-Watnick","Georgetown","Sr.","-","21","32","1.52"
"98","Chelsee Washington","Bowling Green","Sr.","M","23","35","1.52"
"99","Caeley Lordemann","Colorado St.","Sr.","M","20","30","1.50"
"","Raegan Padgett","Baylor","Sr.","-","18","27","1.50"
"","Allie Thornton","SMU","Sr.","F","20","30","1.50"
"102","Sam Coffey","Penn St.","Jr.","M","25","37","1.48"
"103","Rylan Childers","UMKC","So.","M","21","31","1.48"
"104","Alice Adams","UT Martin","Jr.","F","19","28","1.47"
"","Madie Gibson","Monmouth","Sr.","-","19","28","1.47"
"","Zoe Hasenauer","Oregon","So.","-","19","28","1.47"
"","Annie Ibey","Niagara","So.","-","19","28","1.47"
"108","Abby Jones","Murray St.","So.","-","17","25","1.47"
"109","Lourdes Bosch","UNLV","Fr.","-","15","22","1.47"
"110","Beatriz Kretteis","Mississippi Val.","Fr.","M","13","19","1.46"
"111","Briana Morris","South Alabama","Sr.","F","22","32","1.45"
"112","Maci Bower","La Salle","Sr.","-","20","29","1.45"
"","Carlee Giammona","Alabama","Fr.","M","20","29","1.45"
"","Gabi Paupst","Radford","Jr.","-","20","29","1.45"
"","Valentine Pursey","IUPUI","Jr.","F","20","29","1.45"
"116","Makayla Rushing","Alabama A&M","Fr.","-","18","26","1.44"
"117","Gabi Hull","Winthrop","Sr.","M","16","23","1.44"
"118","Taylor Malham","Arkansas","Jr.","-","23","33","1.43"
"119","Emilie Kupsov","Longwood","Sr.","F","14","20","1.43"
"120","Katie  Soderstrom","Butler","So.","-","19","27","1.42"
"","Autumn Woodard","Louisiana Tech","So.","F","19","27","1.42"
"122","Hailey Block","Southeast Mo. St.","Fr.","M","17","24","1.41"
"","Lexi Bolton","UTSA","So.","F","17","24","1.41"
"","Deena DeBaldo","Duquesne","Jr.","M","17","24","1.41"
"125","Leah Manuleleua","South Dakota St.","Sr.","F","22","31","1.41"
"126","Liz Dumas","Fairfield","Jr.","F","20","28","1.40"
"","Samantha Jehnings","San Francisco","Sr.","M","20","28","1.40"
"","Jada MacLean","Texas Southern","---","-","15","21","1.40"
"","Hannah McNulty","Providence","Jr.","F","20","28","1.40"
"130","Makena Bambei","Idaho St.","Sr.","M","18","25","1.39"
"","Ambere Barnett","Western Ky.","So.","M","18","25","1.39"
"","Ashley Cardozo","Utah St.","Jr.","-","18","25","1.39"
"","Julissa Cisneros","Missouri","So.","F","18","25","1.39"
"","Michelle Clarkin","Sacred Heart","Fr.","M","18","25","1.39"
"","Dana Scheriff","Monmouth","Sr.","-","18","25","1.39"
"","Kayla Wisniewski","Purdue Fort Wayne","So.","F","18","25","1.39"
"137","Maria Pareja","George Washington","So.","-","21","29","1.38"
"","Summer Yates","Washington","So.","F","21","29","1.38"
"139","Gabby DelPico","Harvard","Fr.","M","16","22","1.38"
"","Michaela Didericksen","Idaho St.","Sr.","F","16","22","1.38"
"","Jill Hildreth","UT Martin","So.","F","16","22","1.38"
"","Emily Sands","Penn","Sr.","F","16","22","1.38"
"143","Alexa Coyle","Montana","Jr.","-","19","26","1.37"
"","Sara D'Appolonia","Delaware","So.","-","19","26","1.37"
"","Kylee Kim-Bustillos","Sacramento St.","Jr.","F","19","26","1.37"
"","Morgan Otteson","Western Mich.","So.","-","19","26","1.37"
"","Lexie Palladino","Monmouth","Sr.","-","19","26","1.37"
"","Sofia Pavon","George Washington","Sr.","-","19","26","1.37"
"149","Olyvia Dowell","Oklahoma St.","Fr.","M","22","30","1.36"
